id_atendimento,id_cliente,angel,polo,data_limite,data_de_atendimento
18762,209620409,Jônatas Ferreira Sena,PE - JABOATAO DOS GUARARAPES,2021-07-04,
18698,979941576,Éder Bandoli Terra,RJ - BANGU,2021-07-04,
18721,842459813,Eduardo Bandoli Xará,RJ - MACAE,2021-07-04,
18706,204348522,Gabriel Terra Wanderley,AM - MANAUS,2021-07-04,
18695,42671088,Mariana Magalhães de,PB - CAMPINA GRANDE,2021-07-04,
18771,469026142,Eduardo Magalhães Sena,RJ - ITAPERUNA,2021-07-04,
18830,42797504,Jônatas Oliveira Bandoli,PR - APUCARANA,2021-07-04,
18860,900588088,Eduardo Virgilio de,RJ - DUQUE DE CAXIAS,2021-07-04,
18778,731769232,Bruna Torres Ferreira,PA - CASTANHAL,2021-07-04,
18862,631875971,Pedro Terra de,MA - SAO LUIS,2021-07-04,
18840,19450327,Pedro Terra Pereira,MA - SAO LUIS,2021-07-04,
18828,158565509,Pedro Torres Neves,MG - PATOS DE MINAS,2021-07-04,
18855,177130267,Mariana Terra Magalhães,PB - JOAO PESSOA,2021-07-04,
18805,671610078,Sergio de Xará,CE - SOBRAL,2021-07-04,
18936,618345687,Eduardo Terra Torres,RJ - MACAE,2021-07-04,
18888,191093905,Sergio Lima Magalhães,DF - BRASILIA,2021-07-04,
18937,15523015,Jônatas Pereira Oliveira,PR - FOZ DO IGUAÇU,2021-07-04,
18894,210631689,Gabriel Wanderley de,AP - MACAPA,2021-07-04,
19049,333202881,Bruna Ferreira Terra,MG - POÇOS DE CALDAS,2021-07-04,
19041,682300876,Éder Terra Ferreira,RJ - BANGU,2021-07-04,
19010,259105700,Bruna Terra Oliveira,MS - CAMPO GRANDE,2021-07-04,
19029,107527326,Bruna Magalhães Neves,MG - POUSO ALEGRE,2021-07-04,
19072,743952959,João Magalhães Terra,RJ - SAO GONÇALO,2021-07-04,
19111,826887218,Bruna Bandoli Oliveira,MS - CAMPO GRANDE,2021-07-04,
19103,83981936,Jônatas Magalhães Neves,PE - OLINDA,2021-07-04,
19084,188078498,Gabriel Pereira Sena,BA - FEIRA DE SANTANA,2021-07-04,
19151,690032474,Fabricio Pereira Virgilio,GO - ITUMBIARA,2021-07-04,
19138,408948797,Gabriel Pereira Wanderley,BA - FEIRA DE SANTANA,2021-07-04,
19174,753919910,Fabricio Oliveira Torres,GO - CATALAO,2021-07-04,
19299,831654503,João Pereira Torres,RS - CAXIAS DO SUL,2021-07-04,
19310,294797204,Gabriel Torres Bandoli,BA - FEIRA DE SANTANA,2021-07-04,
19444,737624456,João Neves Bandoli,RO - PORTO VELHO,2021-07-04,
19405,329097089,Sergio Magalhães Bandoli,CE - CASCAVEL,2021-07-04,
19379,607551989,Pedro Terra Virgilio,MA - SAO LUIS,2021-07-04,
19367,201115228,Fabricio Terra Neves,ES - GUARAPARI,2021-07-04,
19397,115863375,Bruna Lima Ferreira,MT - PRIMAVERA DO LESTE,2021-07-04,
19509,505258268,Bruna Neves Oliveira,MT - PRIMAVERA DO LESTE,2021-07-04,
19493,948802243,Éder Terra Virgilio,RJ - BANGU,2021-07-04,
19479,461650315,Jônatas Bandoli Lima,PE - VALE DO SAO FRANCISCO,2021-07-04,
19550,369716739,Gabriel Ferreira Oliveira,AC - RIO BRANCO,2021-07-04,
19547,904675041,Jônatas Virgilio Neves,PE - JABOATAO DOS GUARARAPES,2021-07-04,
19513,661136302,Pedro Virgilio Bandoli,GO - RIO VERDE,2021-07-04,
19517,748876521,Gabriel Torres Bandoli,BA - FEIRA DE SANTANA,2021-07-04,
19498,896279697,Jônatas Torres Sena,PR - FOZ DO IGUAÇU,2021-07-04,
19585,81043395,Éder Magalhães Ferreira,PR - MARINGA,2021-07-04,
19653,697563093,Gabriel Sena Bandoli,AL - MACEIO,2021-07-04,
19575,369423504,Gabriel Wanderley de,AP - MACAPA,2021-07-04,
19600,74328874,Jônatas Xará Wanderley,PI - TERESINA,2021-07-04,
19649,385598156,Eduardo Ferreira Virgilio,RJ - DUQUE DE CAXIAS,2021-07-04,
19637,41845552,Éder Pereira Ferreira,RJ - CAMPOS,2021-07-04,
19627,738441075,Éder Lima de,RJ - CAMPO GRANDE,2021-07-04,
19633,595709732,Eduardo Terra Magalhães,RJ - MACAE,2021-07-04,
19745,31242354,Pedro Virgilio Sena,GO - RIO VERDE,2021-07-04,
19690,258172492,Eduardo Neves Terra,RJ - RESENDE,2021-07-04,
19739,801145436,Sergio Sena Xará,CE - CASCAVEL,2021-07-04,
19749,395984470,Fabricio Magalhães Wanderley,ES - CACHOEIRO DE ITAPEMIRIM,2021-07-04,
19696,797238179,Pedro Bandoli Virgilio,MA - SAO LUIS,2021-07-04,
19849,845877568,Éder Neves Virgilio,RJ - CAMPO GRANDE,2021-07-04,
19853,602096853,Bruna Pereira Ferreira,PA - CASTANHAL,2021-07-04,
19845,587645393,Eduardo Magalhães Pereira,RJ - ITAPERUNA,2021-07-04,
19897,534633591,Fabricio Oliveira Virgilio,GO - CATALAO,2021-07-04,
19902,743009763,Eduardo Ferreira Sena,RJ - DUQUE DE CAXIAS,2021-07-04,
19895,705888885,Jônatas Oliveira Lima,PR - APUCARANA,2021-07-04,
19879,513550971,Fabricio Virgilio Terra,ES - ARACRUZ,2021-07-04,
19992,12885056,Mariana Terra de,PB - JOAO PESSOA,2021-07-05,
20028,4984965,Fabricio Torres Lima,GO - ITUMBIARA,2021-07-05,
20063,865921246,Sergio Oliveira Sena,CE - SOBRAL,2021-07-05,
20015,650425764,Bruna Torres Lima,PA - CASTANHAL,2021-07-05,
20011,818078035,Pedro Wanderley Bandoli,MG - ALFENAS,2021-07-05,
20066,422806404,Bruna Oliveira Pereira,MT - CUIABA,2021-07-05,
20146,376240117,Jônatas Pereira Lima,PR - FOZ DO IGUAÇU,2021-07-05,
20141,390549004,Mariana Terra Oliveira,PB - JOAO PESSOA,2021-07-05,
20067,233194025,Jônatas Xará Terra,PI - TERESINA,2021-07-05,
20077,592407883,Sergio Ferreira Bandoli,BA - VITORIA DA CONQUISTA,2021-07-05,
20105,786113611,Fabricio de Ferreira,GO - CATALAO,2021-07-05,
20229,256733518,Eduardo de Pereira,RJ - RECREIO,2021-07-05,
20180,838185901,Sergio de Lima,CE - SOBRAL,2021-07-05,
20212,925622547,Mariana de Pereira,PE - BUNKER RECIFE 1,2021-07-05,
20239,598393125,Éder Neves Xará,RJ - CAMPO GRANDE,2021-07-05,
20179,808212216,Gabriel Neves Lima,BA - BUNKER SALVADOR,2021-07-05,
20177,548460532,Mariana Oliveira Torres,PE - BUNKER RECIFE 1,2021-07-05,
20333,424949766,Bruna Lima Torres,MT - PRIMAVERA DO LESTE,2021-07-05,
20313,273407630,Gabriel Oliveira Sena,BA - ALAGOINHAS,2021-07-05,
20307,341631786,Pedro Bandoli de,MA - SAO LUIS,2021-07-05,
20290,100738462,Eduardo de Lima,RJ - RECREIO,2021-07-05,
20289,529376286,Sergio Wanderley Pereira,CE - JUAZEIRO DO NORTE,2021-07-05,
20335,803177196,Gabriel Torres Pereira,BA - FEIRA DE SANTANA,2021-07-05,
20403,365527518,Gabriel Wanderley Torres,AP - MACAPA,2021-07-05,
20404,268845829,Mariana Wanderley Lima,PB - PATOS,2021-07-05,
20445,176268110,Mariana Bandoli Virgilio,PB - JOAO PESSOA,2021-07-05,
20447,80316728,João Oliveira Magalhães,RN - NATAL,2021-07-05,
20436,364790447,Bruna Lima Sena,MT - PRIMAVERA DO LESTE,2021-07-05,
20514,761111806,João Xará Ferreira,RJ - VOLTA REDONDA,2021-07-05,
20533,329548863,Jônatas Oliveira Virgilio,PR - APUCARANA,2021-07-05,
20554,225277631,Eduardo Ferreira Wanderley,RJ - DUQUE DE CAXIAS,2021-07-05,
20493,864466252,João de Xará,RN - NATAL,2021-07-05,
20473,902536266,Éder Oliveira Neves,RJ - CABO FRIO,2021-07-05,
20606,933163053,Fabricio Magalhães Pereira,ES - CACHOEIRO DE ITAPEMIRIM,2021-07-05,
20584,652993239,Eduardo Magalhães de,RJ - ITAPERUNA,2021-07-05,
20600,390342193,Pedro Lima Oliveira,MG - JUIZ DE FORA,2021-07-05,
20635,636510294,Jônatas Lima Ferreira,PR - CURITIBA,2021-07-05,
20661,734530187,Pedro Lima Magalhães,MG - JUIZ DE FORA,2021-07-05,
20648,263507927,João Xará Terra,RJ - VOLTA REDONDA,2021-07-05,
20637,636865985,Fabricio Xará de,ES - VITORIA,2021-07-05,
20609,540306127,Eduardo de Wanderley,RJ - RECREIO,2021-07-05,
20677,963037757,Mariana de Lima,PE - BUNKER RECIFE 1,2021-07-05,
20683,707276769,Jônatas Pereira Terra,PR - FOZ DO IGUAÇU,2021-07-05,
20711,454725177,Sergio Xará Magalhães,CE - JUAZEIRO DO NORTE,2021-07-05,
20728,678695752,Éder Torres Lima,RJ - CAMPOS,2021-07-05,
20840,318789339,Eduardo Lima Torres,RJ - RESENDE,2021-07-05,
20782,230851934,Mariana Xará Magalhães,PB - PATOS,2021-07-05,
20791,857777968,Jônatas de Magalhães,PR - APUCARANA,2021-07-05,
20807,667744990,Bruna Neves Oliveira,MT - PRIMAVERA DO LESTE,2021-07-05,
20797,308630725,Gabriel Pereira Oliveira,BA - FEIRA DE SANTANA,2021-07-05,
20857,104555616,Bruna Virgilio Sena,MG - POÇOS DE CALDAS,2021-07-05,
20870,579209738,Éder Magalhães Oliveira,PR - MARINGA,2021-07-05,
20868,895356338,João Pereira Terra,RS - CAXIAS DO SUL,2021-07-05,
21036,597587216,Sergio Torres Oliveira,DF - PLANALTINA,2021-07-05,
21009,229305066,Bruna de Sena,MT - CUIABA,2021-07-05,
21026,243974126,Sergio Pereira Sena,DF - PLANALTINA,2021-07-05,
21037,465012665,Éder Neves Lima,RJ - CAMPO GRANDE,2021-07-05,
20994,139636425,Fabricio Lima Bandoli,GO - GOIANIA,2021-07-05,
21112,764496147,Fabricio Virgilio Oliveira,ES - ARACRUZ,2021-07-05,
21144,411181202,Gabriel Oliveira Pereira,BA - ALAGOINHAS,2021-07-05,
21089,626585976,João Torres Lima,RS - CAXIAS DO SUL,2021-07-05,
21118,879401188,João Sena Magalhães,RJ - SAO GONÇALO,2021-07-05,
21071,297188422,Mariana Bandoli Pereira,PB - JOAO PESSOA,2021-07-05,
21104,658212891,Jônatas Bandoli Pereira,PE - VALE DO SAO FRANCISCO,2021-07-05,
21135,816671432,João Xará Torres,RJ - VOLTA REDONDA,2021-07-05,
21218,617342437,Eduardo Terra Magalhães,RJ - MACAE,2021-07-05,
21236,613107422,Mariana Torres Bandoli,PE - GRAVATA,2021-07-05,
21257,263648828,Mariana Ferreira Terra,PA - MARABA,2021-07-05,
21168,465919873,Pedro de Wanderley,MG - BELO HORIZONTE,2021-07-05,
21314,762042745,Gabriel Ferreira Pereira,AC - RIO BRANCO,2021-07-05,
21297,988712915,Éder Virgilio Magalhães,PR - LONDRINA,2021-07-05,
21328,189148452,Eduardo Wanderley Pereira,RJ - NITEROI,2021-07-05,
21330,10682879,João Ferreira Virgilio,RJ - SANTA CRUZ,2021-07-05,
21283,488037897,Gabriel Oliveira Lima,BA - ALAGOINHAS,2021-07-05,
21465,726106476,João Torres Pereira,RS - CAXIAS DO SUL,2021-07-05,
21375,570651183,Mariana Ferreira Wanderley,PA - MARABA,2021-07-05,
21507,933961855,Gabriel Pereira Terra,BA - FEIRA DE SANTANA,2021-07-05,
21525,231064760,Éder Torres Sena,RJ - CAMPOS,2021-07-05,
21509,988407962,Jônatas Magalhães Terra,PE - OLINDA,2021-07-05,
21642,137612965,Gabriel Torres Sena,BA - FEIRA DE SANTANA,2021-07-05,
21605,458029697,Eduardo Bandoli Wanderley,RJ - MACAE,2021-07-05,
21637,140536369,Mariana Ferreira Xará,PA - MARABA,2021-07-05,
21578,776414646,Mariana Terra Pereira,PB - JOAO PESSOA,2021-07-05,
21692,739544547,João Terra de,RJ - SAQUAREMA,2021-07-05,
21724,321319227,Éder Bandoli Lima,RJ - BANGU,2021-07-05,
21759,204136216,Fabricio Neves Xará,GO - GOIANIA,2021-07-05,
21757,244039338,Éder Torres Pereira,RJ - CAMPOS,2021-07-05,
21702,558426544,Gabriel Bandoli de,AM - MANAUS,2021-07-05,
21750,682897564,Éder Bandoli Lima,RJ - BANGU,2021-07-05,
21680,233016012,Pedro de Neves,MG - BELO HORIZONTE,2021-07-05,
21674,576107696,Gabriel Terra Wanderley,AM - MANAUS,2021-07-05,
21688,870845301,Éder Lima Ferreira,RJ - CAMPO GRANDE,2021-07-05,
21786,933567016,Pedro Pereira Xará,MG - PATOS DE MINAS,2021-07-05,
21819,981553524,Jônatas Bandoli Wanderley,PE - VALE DO SAO FRANCISCO,2021-07-05,
21832,265713234,Eduardo de Terra,RJ - RECREIO,2021-07-05,
21848,514495788,Mariana de Xará,PE - BUNKER RECIFE 1,2021-07-05,
21803,110330747,João Lima Sena,RO - PORTO VELHO,2021-07-05,
21858,128703792,João Wanderley Lima,RJ - VOLTA REDONDA,2021-07-05,
21785,230624768,Pedro Virgilio Torres,GO - RIO VERDE,2021-07-05,
21938,898111404,Gabriel Torres Virgilio,BA - FEIRA DE SANTANA,2021-07-05,
21945,284369819,Bruna Ferreira Bandoli,MG - POÇOS DE CALDAS,2021-07-05,
21892,358862541,Fabricio Lima Ferreira,GO - GOIANIA,2021-07-05,
21958,521813762,João Xará Pereira,RJ - VOLTA REDONDA,2021-07-05,
21924,56529111,Bruna Oliveira Magalhães,MT - CUIABA,2021-07-05,
21904,540017282,Éder Sena Xará,PR - MARINGA,2021-07-05,
22016,679122397,Pedro Terra Ferreira,MA - SAO LUIS,2021-07-05,
21993,488028062,Jônatas Wanderley Xará,PI - TERESINA,2021-07-05,
22035,852013092,Bruna Ferreira de,MG - POÇOS DE CALDAS,2021-07-05,
22153,527202104,Fabricio Terra de,ES - GUARAPARI,2021-07-05,
22139,821345794,Éder Neves Oliveira,RJ - CAMPO GRANDE,2021-07-05,
22101,819965048,Pedro Xará Sena,MG - ALFENAS,2021-07-05,
22114,459224804,Jônatas Oliveira Lima,PR - APUCARANA,2021-07-05,
22080,154414871,João Terra Neves,RJ - SAQUAREMA,2021-07-05,
22239,67785464,Pedro Virgilio Pereira,GO - RIO VERDE,2021-07-05,
22170,966640369,Sergio Torres Neves,DF - PLANALTINA,2021-07-05,
22234,389724482,Pedro de Xará,MG - BELO HORIZONTE,2021-07-05,
22278,624415615,Sergio Lima de,DF - BRASILIA,2021-07-05,
22338,964342614,Sergio Bandoli Ferreira,CE - FORTALEZA,2021-07-05,
22304,44656799,Sergio Pereira Xará,DF - PLANALTINA,2021-07-05,
22321,277228483,Éder Ferreira de,PR - LONDRINA,2021-07-05,
22344,334838045,Eduardo Wanderley Terra,RJ - NITEROI,2021-07-05,
22311,213911580,Sergio Wanderley Virgilio,CE - JUAZEIRO DO NORTE,2021-07-05,
22347,277594248,Jônatas Sena Lima,PE - OLINDA,2021-07-05,
22336,734449125,Bruna Ferreira Magalhães,MG - POÇOS DE CALDAS,2021-07-05,
22373,923134706,Eduardo Sena Magalhães,RJ - ITAPERUNA,2021-07-05,
22418,147506883,Éder Torres Bandoli,RJ - CAMPOS,2021-07-05,
22395,603027845,Sergio Xará Magalhães,CE - JUAZEIRO DO NORTE,2021-07-05,
22421,73056533,Mariana Torres Wanderley,PE - GRAVATA,2021-07-05,
22527,891286966,Eduardo Sena Pereira,RJ - ITAPERUNA,2021-07-05,
22535,463296147,Pedro Wanderley Terra,MG - ALFENAS,2021-07-05,
22496,295116878,Eduardo Bandoli Oliveira,RJ - MACAE,2021-07-05,
22652,891494990,Jônatas Neves Wanderley,PR - CURITIBA,2021-07-05,
22648,407707248,Eduardo Sena Virgilio,RJ - ITAPERUNA,2021-07-05,
22615,543677946,Gabriel Magalhães Wanderley,AL - MACEIO,2021-07-05,
22629,54830788,Éder Torres Terra,RJ - CAMPOS,2021-07-05,
22591,48663847,Eduardo Wanderley Terra,RJ - NITEROI,2021-07-05,
22581,269277967,Mariana Wanderley Xará,PB - PATOS,2021-07-05,
22624,10161190,Eduardo Torres Oliveira,RJ - RIO DAS OSTRAS,2021-07-05,
22595,140744241,Éder Wanderley Neves,RJ - BUNKER 1,2021-07-05,
22593,206062426,Jônatas de Xará,PR - APUCARANA,2021-07-05,
22725,293884001,Pedro Torres Pereira,MG - PATOS DE MINAS,2021-07-05,
22742,559169537,Mariana Xará Lima,PB - PATOS,2021-07-05,
22733,324291301,Sergio Pereira Ferreira,DF - PLANALTINA,2021-07-05,
22674,796558125,Pedro Bandoli Virgilio,MA - SAO LUIS,2021-07-05,
22804,90295374,Eduardo Bandoli Pereira,RJ - MACAE,2021-07-05,
22770,291139410,Mariana Ferreira Xará,PA - MARABA,2021-07-05,
22919,43900829,Sergio Magalhães Oliveira,CE - CASCAVEL,2021-07-05,
22885,409472921,João Torres Neves,RS - CAXIAS DO SUL,2021-07-05,
22944,555060530,João Ferreira Oliveira,RJ - SANTA CRUZ,2021-07-05,
22875,961786908,Jônatas Xará de,PI - TERESINA,2021-07-05,
22903,61914707,Bruna Wanderley Neves,MS - DOURADOS,2021-07-05,
22878,946279077,Sergio Torres de,DF - PLANALTINA,2021-07-05,
22906,648898187,Sergio Ferreira Magalhães,BA - VITORIA DA CONQUISTA,2021-07-05,
23000,177279888,Eduardo Virgilio Sena,RJ - DUQUE DE CAXIAS,2021-07-05,
22982,974434208,Sergio Neves Wanderley,DF - BRASILIA,2021-07-05,
23009,651234604,Gabriel Sena Pereira,AL - MACEIO,2021-07-05,
22968,816130301,Eduardo Terra Pereira,RJ - MACAE,2021-07-05,
22977,671211059,Jônatas Wanderley Oliveira,PI - TERESINA,2021-07-05,
23024,232141236,Bruna Terra de,MS - CAMPO GRANDE,2021-07-05,
23099,977798655,Sergio Ferreira Bandoli,BA - VITORIA DA CONQUISTA,2021-07-05,
23119,969171113,Bruna Virgilio Sena,MG - POÇOS DE CALDAS,2021-07-05,
23106,404832031,Sergio Ferreira Torres,BA - VITORIA DA CONQUISTA,2021-07-05,
23100,615235366,Mariana Virgilio Bandoli,PA - MARABA,2021-07-05,
23103,735600206,Éder Ferreira Terra,PR - LONDRINA,2021-07-05,
23121,113135143,Gabriel Lima Oliveira,BA - BUNKER SALVADOR,2021-07-05,
23148,501478163,Eduardo Magalhães Terra,RJ - ITAPERUNA,2021-07-05,
23092,397132147,Eduardo Ferreira Virgilio,RJ - DUQUE DE CAXIAS,2021-07-05,
23223,690517855,Sergio Magalhães Torres,CE - CASCAVEL,2021-07-05,
23197,353243864,Gabriel Oliveira Bandoli,BA - ALAGOINHAS,2021-07-05,
23176,251116660,Fabricio Virgilio Xará,ES - ARACRUZ,2021-07-05,
23202,697877776,Pedro Bandoli Magalhães,MA - SAO LUIS,2021-07-05,
23290,74398263,Bruna Oliveira Bandoli,MT - CUIABA,2021-07-05,
23334,207342205,João Neves Lima,RO - PORTO VELHO,2021-07-05,
23330,720898043,Fabricio Neves de,GO - GOIANIA,2021-07-05,
23425,903889516,Sergio Pereira Xará,DF - PLANALTINA,2021-07-06,
23437,961157809,Éder Bandoli Lima,RJ - BANGU,2021-07-06,
23369,516404235,Gabriel Ferreira Neves,AC - RIO BRANCO,2021-07-05,
23432,649173798,Jônatas Lima Neves,PR - CURITIBA,2021-07-06,
23501,960358729,João Wanderley Neves,RJ - VOLTA REDONDA,2021-07-06,
23520,163971699,Mariana Xará Wanderley,PB - PATOS,2021-07-06,
23486,30165545,Gabriel Terra Wanderley,AM - MANAUS,2021-07-06,
23561,288824867,Gabriel Oliveira de,BA - ALAGOINHAS,2021-07-06,
23522,598202202,Sergio Bandoli Lima,CE - FORTALEZA,2021-07-06,
23598,333820913,Éder Magalhães Sena,PR - MARINGA,2021-07-06,
23568,279840970,Bruna de Bandoli,MT - CUIABA,2021-07-06,
23657,537777775,Éder Torres Oliveira,RJ - CAMPOS,2021-07-06,
23608,326839222,Pedro Sena Lima,GO - VALPARAISO DE GOIAS,2021-07-06,
23654,140262019,Eduardo Terra Pereira,RJ - MACAE,2021-07-06,
23580,521502769,Mariana Ferreira Sena,PA - MARABA,2021-07-06,
23627,590895716,Jônatas Xará Bandoli,PI - TERESINA,2021-07-06,
23699,84947967,Bruna Pereira Sena,PA - CASTANHAL,2021-07-06,
23667,505941942,Fabricio Terra Xará,ES - GUARAPARI,2021-07-06,
23721,885746985,Gabriel Bandoli Torres,AM - MANAUS,2021-07-06,
23692,84216626,Gabriel Terra Neves,AM - MANAUS,2021-07-06,
23776,506230493,Mariana Virgilio Neves,PA - MARABA,2021-07-06,
23829,935387946,Fabricio Xará Ferreira,ES - VITORIA,2021-07-06,
23781,289994301,Mariana Bandoli Virgilio,PB - JOAO PESSOA,2021-07-06,
23863,986167097,Sergio Wanderley Lima,CE - JUAZEIRO DO NORTE,2021-07-06,
23850,415626014,Pedro de Torres,MG - BELO HORIZONTE,2021-07-06,
23965,219371196,Pedro Torres Ferreira,MG - PATOS DE MINAS,2021-07-06,
23902,837680930,Sergio Oliveira Xará,CE - SOBRAL,2021-07-06,
23923,634653977,Pedro Ferreira Wanderley,GO - RIO VERDE,2021-07-06,
24053,183313284,Pedro Sena Pereira,GO - VALPARAISO DE GOIAS,2021-07-06,
24044,410169635,Jônatas Virgilio Torres,PE - JABOATAO DOS GUARARAPES,2021-07-06,
23990,66703003,Fabricio Magalhães Torres,ES - CACHOEIRO DE ITAPEMIRIM,2021-07-06,
23968,110148675,Eduardo Terra Sena,RJ - MACAE,2021-07-06,
24106,76780176,João Sena Oliveira,RJ - SAO GONÇALO,2021-07-06,
24109,80427026,Gabriel de Ferreira,BA - ALAGOINHAS,2021-07-06,
24147,450984652,Sergio Neves Pereira,DF - BRASILIA,2021-07-06,
24178,58830818,Fabricio Magalhães Oliveira,ES - CACHOEIRO DE ITAPEMIRIM,2021-07-06,
24240,285938859,Pedro Wanderley de,MG - ALFENAS,2021-07-06,
24244,700277002,Bruna Virgilio de,MG - POÇOS DE CALDAS,2021-07-06,
24241,815842610,Eduardo Magalhães Sena,RJ - ITAPERUNA,2021-07-06,
24266,143308780,Pedro Torres Ferreira,MG - PATOS DE MINAS,2021-07-06,
24220,848633269,Gabriel Pereira Wanderley,BA - FEIRA DE SANTANA,2021-07-06,
24239,520211633,Pedro Terra de,MA - SAO LUIS,2021-07-06,
24358,381232744,João Lima Torres,RO - PORTO VELHO,2021-07-06,
24270,514519270,Gabriel de Ferreira,BA - ALAGOINHAS,2021-07-06,
24310,366870580,Pedro Xará Magalhães,MG - ALFENAS,2021-07-06,
24311,344529830,Pedro Oliveira Xará,MG - BELO HORIZONTE,2021-07-06,
24352,83184396,Éder Oliveira Torres,RJ - CABO FRIO,2021-07-06,
24348,777108699,Pedro Xará Lima,MG - ALFENAS,2021-07-06,
24372,514719055,Pedro Torres Wanderley,MG - PATOS DE MINAS,2021-07-06,
24416,418067677,Gabriel Bandoli Pereira,AM - MANAUS,2021-07-06,
24430,291376110,Gabriel Neves Ferreira,BA - BUNKER SALVADOR,2021-07-06,
24436,685574778,Gabriel Magalhães Oliveira,AL - MACEIO,2021-07-06,
24385,883325138,Pedro Xará Oliveira,MG - ALFENAS,2021-07-06,
24368,28459835,Eduardo Pereira Torres,RJ - RIO DAS OSTRAS,2021-07-06,
24393,649383960,Mariana Terra Neves,PB - JOAO PESSOA,2021-07-06,
24423,751245575,João Sena Xará,RJ - SAO GONÇALO,2021-07-06,
24477,346281725,Éder Neves Xará,RJ - CAMPO GRANDE,2021-07-06,
24550,452808367,Gabriel Pereira Bandoli,BA - FEIRA DE SANTANA,2021-07-06,
24509,813301430,Mariana Bandoli Virgilio,PB - JOAO PESSOA,2021-07-06,
24577,216196970,Gabriel Torres Oliveira,BA - FEIRA DE SANTANA,2021-07-06,
24657,819759089,Fabricio Xará Neves,ES - VITORIA,2021-07-06,
24594,993685163,Mariana de Xará,PE - BUNKER RECIFE 1,2021-07-06,
24593,863705826,Gabriel Torres Virgilio,BA - FEIRA DE SANTANA,2021-07-06,
24597,229434524,Jônatas Terra Sena,PE - VALE DO SAO FRANCISCO,2021-07-06,
24731,510755793,Mariana Sena Wanderley,PB - CAMPINA GRANDE,2021-07-06,
24758,559050898,Fabricio de Bandoli,GO - CATALAO,2021-07-06,
24714,841635793,Éder Xará Pereira,RJ - BUNKER 1,2021-07-06,
24803,1157563,Bruna Neves Torres,MT - PRIMAVERA DO LESTE,2021-07-06,
24839,398029662,Fabricio Torres de,GO - ITUMBIARA,2021-07-06,
24801,51051045,Fabricio Wanderley Pereira,ES - VITORIA,2021-07-06,
24786,374528811,Mariana Sena Ferreira,PB - CAMPINA GRANDE,2021-07-06,
24768,658568288,Jônatas Oliveira Xará,PR - APUCARANA,2021-07-06,
24929,533565861,Gabriel Pereira Bandoli,BA - FEIRA DE SANTANA,2021-07-06,
25029,98241476,Fabricio Terra Bandoli,ES - GUARAPARI,2021-07-06,
24992,339405271,Mariana Oliveira Bandoli,PE - BUNKER RECIFE 1,2021-07-06,
25167,723801207,Sergio Oliveira de,CE - SOBRAL,2021-07-06,
25134,381912216,Éder Pereira Neves,RJ - CAMPOS,2021-07-06,
25120,218288230,Éder Sena Torres,PR - MARINGA,2021-07-06,
25153,111249262,Sergio Xará Wanderley,CE - JUAZEIRO DO NORTE,2021-07-06,
25264,992359896,Gabriel de Torres,BA - ALAGOINHAS,2021-07-06,
25172,499754233,Pedro Ferreira Wanderley,GO - RIO VERDE,2021-07-06,
25209,33166690,Eduardo Lima Oliveira,RJ - RESENDE,2021-07-06,
25232,175564262,Pedro Xará Oliveira,MG - ALFENAS,2021-07-06,
25231,941976658,Gabriel Pereira de,BA - FEIRA DE SANTANA,2021-07-06,
25247,674046520,Mariana Virgilio de,PA - MARABA,2021-07-06,
25365,562480912,Sergio Oliveira Lima,CE - SOBRAL,2021-07-06,
25289,492470055,Éder Lima Terra,RJ - CAMPO GRANDE,2021-07-06,
25329,411223664,Jônatas Neves Bandoli,PR - CURITIBA,2021-07-06,
25302,121415481,Sergio Neves Magalhães,DF - BRASILIA,2021-07-06,
25301,542108892,Gabriel Pereira Oliveira,BA - FEIRA DE SANTANA,2021-07-06,
25422,289467999,Mariana Pereira Magalhães,PE - GRAVATA,2021-07-06,
25374,841828806,Mariana Lima Virgilio,PE - CARUARU,2021-07-06,
25389,102650316,Sergio Pereira Sena,DF - PLANALTINA,2021-07-06,
25451,339569013,Fabricio Magalhães Xará,ES - CACHOEIRO DE ITAPEMIRIM,2021-07-06,
25442,750080600,Jônatas Terra Sena,PE - VALE DO SAO FRANCISCO,2021-07-06,
25432,49482734,Bruna Bandoli Neves,MS - CAMPO GRANDE,2021-07-06,
25550,974152930,Pedro Lima Xará,MG - JUIZ DE FORA,2021-07-06,
25517,397094384,Fabricio Xará de,ES - VITORIA,2021-07-06,
25561,809689115,Eduardo Pereira Lima,RJ - RIO DAS OSTRAS,2021-07-06,
25537,276862012,Gabriel Lima Terra,BA - BUNKER SALVADOR,2021-07-06,
25559,220364812,Fabricio Ferreira Bandoli,ES - ARACRUZ,2021-07-06,
25536,39964935,Mariana Pereira Sena,PE - GRAVATA,2021-07-06,
25657,878192539,Gabriel Oliveira Sena,BA - ALAGOINHAS,2021-07-06,
25665,388501963,Fabricio Sena Wanderley,ES - CACHOEIRO DE ITAPEMIRIM,2021-07-06,
25616,52290509,Jônatas Pereira Virgilio,PR - FOZ DO IGUAÇU,2021-07-06,
25601,242411977,João Virgilio Ferreira,RJ - SANTA CRUZ,2021-07-06,
25656,843639031,Éder Magalhães Pereira,PR - MARINGA,2021-07-06,
25731,636336925,Sergio Bandoli Sena,CE - FORTALEZA,2021-07-06,
25721,667259297,Bruna Oliveira Xará,MT - CUIABA,2021-07-06,
